,Car,Colour,Price,Links
963,2021 Ford F-150,Smoked Quartz Tinted Clearcoat Metallic,"$78,250",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-ford-f-150-8072566/
964,2021 RAM 1500,Maximum Steel Metallic Clearcoat,"$84,995",https://www.carpages.ca/used-cars/alberta/calgary/2021-ram-1500-8070205/
965,2020 Ford Fusion,Silver,"$30,478",https://www.carpages.ca/used-cars/nova-scotia/halifax/2020-ford-fusion-8069062/
966,2022 Hyundai IONIQ,Lucid Blue Pearl,"$55,068",https://www.carpages.ca/new-cars/ontario/simcoe/2022-hyundai-ioniq-8068021/
967,2022 RAM 1500,RED PEARL,"$80,785",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-ram-1500-8061979/
968,2021 Tesla Model Y,Pearl White Multi-Coat,"$99,800",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-tesla-model-y-8057935/
969,2021 Tesla Model 3,MIDNIGHT SILVER METALLIC,"$78,800",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-tesla-model-3-8057932/
970,2020 Ford Fusion,White Platinum Metallic,"$31,798",https://www.carpages.ca/used-cars/ontario/st-catharines/2020-ford-fusion-8055088/
971,2020 Ford Fusion,Agate Black,"$31,798",https://www.carpages.ca/used-cars/ontario/st-catharines/2020-ford-fusion-8055085/
972,2021 Lincoln Aviator,CERAMIC PEARL,"$87,696",https://www.carpages.ca/used-cars/ontario/new-hamburg/2021-lincoln-aviator-8052112/
973,2020 Porsche Taycan,Grey,"$206,590",https://www.carpages.ca/used-cars/alberta/edmonton/2020-porsche-taycan-8049538/
974,2022 RAM 1500,Black,"$63,916",https://www.carpages.ca/new-cars/ontario/bolton/2022-ram-1500-8047663/
975,2022 Toyota Sienna,0089 WHI,"$43,745",https://www.carpages.ca/new-cars/british-columbia/langley/2022-toyota-sienna-8047588/
976,2022 Toyota Highlander,0089 WHI,"$49,645",https://www.carpages.ca/new-cars/british-columbia/langley/2022-toyota-highlander-8047585/
977,2022 Toyota Highlander,0089 WHI,"$53,075",https://www.carpages.ca/new-cars/british-columbia/langley/2022-toyota-highlander-8047579/
978,2019 Tesla Model 3,Pearl White Multi-Coat,"$59,995",https://www.carpages.ca/used-cars/ontario/guelph/2019-tesla-model-3-8045266/
979,2022 Hyundai IONIQ,Cyber Grey Met,"$55,337.70",https://www.carpages.ca/new-cars/ontario/barrie/2022-hyundai-ioniq-8043964/
980,2021 Jeep Wrangler,Black,"$58,890",https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-jeep-wrangler-8043856/
981,2021 RAM 1500,Maximum Steel Metallic,"$80,000",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-ram-1500-8043817/
982,2020 Ford Fusion,,"$32,495",https://www.carpages.ca/used-cars/ontario/mississauga/2020-ford-fusion-8042878/
983,2013 Ford C-MAX,White,"$11,500",https://www.carpages.ca/used-cars/ontario/guelph/2013-ford-c-max-8040952/
984,2020 Volvo S90,Black,"$61,995",https://www.carpages.ca/used-cars/ontario/belleville/2020-volvo-s90-8040280/
985,2015 Subaru XV Crosstrek,White,"$19,995",https://www.carpages.ca/used-cars/ontario/tilbury/2015-subaru-xv-crosstrek-8040061/
986,2022 Toyota Highlander,08X8 BLU,"$49,390",https://www.carpages.ca/new-cars/british-columbia/langley/2022-toyota-highlander-8039578/
987,2022 RAM 1500,Ivory Tri-Coat Pearl,"$89,675",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-8039218/
988,2021 Jeep Wrangler,Bright White,"$61,334",https://www.carpages.ca/new-cars/saskatchewan/regina/2021-jeep-wrangler-8035495/
989,2021 Tesla Model Y,Red,"$95,700",https://www.carpages.ca/used-cars/ontario/oakville/2021-tesla-model-y-8033353/
990,2020 Volvo XC60,Black,"$64,995",https://www.carpages.ca/used-cars/alberta/edmonton/2020-volvo-xc60-8033239/
991,2016 Toyota Prius,White,"$32,997",https://www.carpages.ca/used-cars/british-columbia/langley/2016-toyota-prius-8031874/
992,2017 Toyota Prius,0218,"$22,997",https://www.carpages.ca/used-cars/british-columbia/langley/2017-toyota-prius-8031871/
993,2021 Toyota RAV4,0040 WHI,"$35,950",https://www.carpages.ca/new-cars/british-columbia/langley/2021-toyota-rav4-8031853/
994,2022 Hyundai IONIQ,LUCID BLUE,"$54,124",https://www.carpages.ca/new-cars/ontario/north-bay/2022-hyundai-ioniq-8030251/
995,2016 Tesla Model S,White,"$69,950",https://www.carpages.ca/used-cars/ontario/oakville/2016-tesla-model-s-8029645/
996,2020 RAM 1500,Patriot Blue Pearl,"$75,997",https://www.carpages.ca/used-cars/saskatchewan/prince-albert/2020-ram-1500-8027587/
997,2021 RAM 1500,Billet Silver Metallic,"$82,998",https://www.carpages.ca/used-cars/saskatchewan/prince-albert/2021-ram-1500-8027581/
998,2021 Toyota RAV4,02QY GRY,"$39,340",https://www.carpages.ca/new-cars/british-columbia/langley/2021-toyota-rav4-8026432/
999,2021 Toyota RAV4,02QJ WHT,"$39,595",https://www.carpages.ca/new-cars/british-columbia/langley/2021-toyota-rav4-8026429/
1000,2021 Toyota RAV4,01G3 GRY,"$32,950",https://www.carpages.ca/new-cars/british-columbia/langley/2021-toyota-rav4-8026423/
1001,2021 Ford F-150,Oxford White,"$92,525",https://www.carpages.ca/new-cars/british-columbia/sechelt/2021-ford-f-150-8025817/
1002,2019 Ford Fusion Hybrid,White,"$25,490",https://www.carpages.ca/used-cars/ontario/north-york/2019-ford-fusion-hybrid-8022979/
1003,2021 Jeep Wrangler,FIRECRACKER RED,"$58,930",https://www.carpages.ca/new-cars/nova-scotia/halifax/2021-jeep-wrangler-8021815/
1004,2022 Jeep Grand Wagoneer,White,"$101,875",https://www.carpages.ca/new-cars/ontario/bolton/2022-jeep-grand-wagoneer-8017305/
1005,2022 Jeep Grand Wagoneer,Black,"$99,570",https://www.carpages.ca/new-cars/ontario/bolton/2022-jeep-grand-wagoneer-8017269/
1006,2021 Toyota Venza,0219 BLK,"$44,745",https://www.carpages.ca/new-cars/british-columbia/langley/2021-toyota-venza-8017131/
1007,2022 Toyota Corolla,0209 BLK,"$27,260",https://www.carpages.ca/new-cars/british-columbia/langley/2022-toyota-corolla-8017122/
1008,2015 Tesla Model S,White,"$65,237",https://www.carpages.ca/used-cars/british-columbia/coquitlam/2015-tesla-model-s-8015433/
1009,2019 Audi Q8,White,"$92,998",https://www.carpages.ca/used-cars/ontario/north-york/2019-audi-q8-8013402/
1010,2022 RAM 1500,Diamond Black Crystal Pearlcoat,"$87,130",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-8011839/
1011,2021 Jeep Wrangler,FIRECRACKER RED,"$60,680",https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-jeep-wrangler-8011815/
1012,2021 Tesla Model S,Solid Black,"$198,995",https://www.carpages.ca/used-cars/ontario/north-york/2021-tesla-model-s-8010759/
1013,2022 Ford Escape,Stone Blue Metallic,"$42,994",https://www.carpages.ca/new-cars/manitoba/treherne/2022-ford-escape-8007852/
1014,2022 Ford Escape,Iconic Silver Metallic,"$37,594",https://www.carpages.ca/new-cars/manitoba/treherne/2022-ford-escape-8007843/
1015,2022 Ford Escape,Atlas Blue Metallic,"$47,494",https://www.carpages.ca/new-cars/manitoba/treherne/2022-ford-escape-8007825/
1016,2021 Ford Transit,Oxford White,"$45,974",https://www.carpages.ca/new-cars/ontario/mississauga/2021-ford-transit-8007636/
1017,2018 Tesla Model S,White,"$84,400",https://www.carpages.ca/used-cars/ontario/oakville/2018-tesla-model-s-8006043/
1018,2022 Ford Escape,ICONIC SILVER,"$45,053",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-escape-8003583/
1019,2016 Lexus ES 300,,"$34,995",https://www.carpages.ca/used-cars/ontario/mississauga/2016-lexus-es-300-8003319/
1020,2020 Land Rover Defender,Silver,"$105,995",https://www.carpages.ca/new-cars/alberta/edmonton/2020-land-rover-defender-8000406/
1021,2021 RAM 1500,Diamond Black Crystal Pearl,"$82,500",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-ram-1500-7999485/
1022,2021 Tesla Model Y,Deep Blue Metallic,"$86,995",https://www.carpages.ca/used-cars/ontario/north-york/2021-tesla-model-y-7997016/
1023,2020 Tesla Model 3,Pearl White Multi-Coat,"$60,995",https://www.carpages.ca/used-cars/ontario/north-york/2020-tesla-model-3-7996977/
1024,2021 RAM 1500,Ivory Tri-Coat Pearl,"$89,500",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-ram-1500-7993131/
1025,2020 Mercedes-Benz GLE,Selenite Grey Metallic,"$84,500",https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-mercedes-benz-gle-7993119/
1026,2022 RAM 1500,Bright White,"$82,335",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-7988151/
1027,2022 Audi A3,Ibis White,"$58,374",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-a3-7988043/
1028,2017 Volvo XC90,Black,"$58,988",https://www.carpages.ca/used-cars/alberta/calgary/2017-volvo-xc90-7985655/
1029,2021 Audi Q7,Glacier White Metallic,"$83,500",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-audi-q7-7983585/
1030,2022 RAM 1500,Ivory Tri-Coat Pearl,"$91,975",https://www.carpages.ca/new-cars/saskatchewan/swift-current/2022-ram-1500-7983351/
1031,2012 GMC Sierra 1500,Grey,"$13,460.50",https://www.carpages.ca/used-cars/ontario/nipigon/2012-gmc-sierra-1500-7983204/
1032,2021 Jeep Wrangler,FIRECRACKER RED,"$58,930",https://www.carpages.ca/new-cars/nova-scotia/halifax/2021-jeep-wrangler-7983117/
1033,2021 Tesla Model Y,Solid Black,"$90,995",https://www.carpages.ca/used-cars/ontario/brampton/2021-tesla-model-y-7982589/
1034,2020 Mercedes-Benz CLS-Class,N/A,"$94,995",https://www.carpages.ca/used-cars/alberta/edmonton/2020-mercedes-benz-cls-class-7980026/
1035,2018 Ford Fusion,Blue,"$27,995",https://www.carpages.ca/used-cars/ontario/london/2018-ford-fusion-7978115/
1036,2022 Ford F-150,Asher Grey,"$63,259",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-7975565/
1037,2022 Ford F-150,Asher Grey,"$64,800",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-7975535/
1038,2022 Volvo V60,Thunder Grey Metallic,"$85,275",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-volvo-v60-7970363/
1039,2016 BMW X5,Silver,"$42,988",https://www.carpages.ca/used-cars/alberta/calgary/2016-bmw-x5-7967753/
1040,2021 Toyota Highlander,White,"$68,988",https://www.carpages.ca/used-cars/alberta/calgary/2021-toyota-highlander-7963250/
1041,2021 Ford Mustang MACH-E,STAR WHITE METALLIC TRI-COAT,"$73,240",https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-ford-mustang-mach-e-7963064/
1042,2021 Jeep Wrangler,Black,"$63,515",https://www.carpages.ca/new-cars/manitoba/winnipeg/2021-jeep-wrangler-7960673/
1043,2022 Mercedes-Benz GLE,Obsidian Black Met,"$106,745",https://www.carpages.ca/new-cars/new-brunswick/saint-john/2022-mercedes-benz-gle-7960205/
1044,2022 RAM 1500,Diamond Black Crystal Pearlcoat,"$82,830",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-7956110/
1045,2019 Toyota Highlander,Black,"$49,888",https://www.carpages.ca/used-cars/ontario/guelph/2019-toyota-highlander-7955864/
1046,2022 RAM 1500,Bright White,"$84,520",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-ram-1500-7955579/
1047,2020 Tesla Model 3,Black,"$58,700",https://www.carpages.ca/used-cars/ontario/oakville/2020-tesla-model-3-7949945/
1048,2022 RAM 1500,Ivory Tri-Coat Pearl,"$91,285",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-ram-1500-7948103/
1049,2020 Tesla Model 3,White,"$58,700",https://www.carpages.ca/used-cars/ontario/oakville/2020-tesla-model-3-7945970/
1050,2018 Tesla Model 3,MIDNIGHT SILVER METALLIC,"$69,991",https://www.carpages.ca/used-cars/manitoba/winnipeg/2018-tesla-model-3-7936422/
1051,2019 Audi A8,Blue,"$77,775",https://www.carpages.ca/used-cars/nova-scotia/halifax/2019-audi-a8-7932906/
1052,2016 Kia Optima,Aluminum Silver Metallic,"$15,745",https://www.carpages.ca/used-cars/ontario/guelph/2016-kia-optima-7926681/
1053,2022 Land Rover Range Rover,White,"$154,069",https://www.carpages.ca/new-cars/alberta/edmonton/2022-land-rover-range-rover-7922136/
1054,2022 Land Rover Range Rover,White,"$149,077",https://www.carpages.ca/new-cars/alberta/edmonton/2022-land-rover-range-rover-7922133/
1055,2021 Jeep Wrangler,Granite Crystal Metallic,"$60,784",https://www.carpages.ca/new-cars/saskatchewan/regina/2021-jeep-wrangler-7920750/
1056,2022 Ford F-150,ICONIC SILVER,"$56,894",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-7920417/
1057,2022 Ford F-150,Agate Black,"$91,264",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-7920366/
1058,2022 Ford F-150,Oxford White,"$54,140",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-7920348/
1059,2022 Ford F-150,Asher Grey,"$58,244",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-7920342/
1060,2015 Ford F-150,Tuxedo Black Metallic,"$24,998",https://www.carpages.ca/used-cars/ontario/mississauga/2015-ford-f-150-7920024/
1061,2021 Tesla Model Y,Grey,"$97,700",https://www.carpages.ca/used-cars/ontario/oakville/2021-tesla-model-y-7919232/
1062,2019 Toyota Camry,Grey,"$49,995.02",https://www.carpages.ca/used-cars/british-columbia/coquitlam/2019-toyota-camry-7917447/
1063,2022 RAM 1500,Ivory Tri-Coat Pearl,"$82,885",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-7914978/
1064,2022 RAM 1500,Bright White,"$86,635",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-7914975/
1065,2022 RAM 1500,Bright White,"$82,335",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-7914963/
1066,2022 RAM 1500,Maximum Steel Metallic,"$98,620",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ram-1500-7914924/
1067,2020 Ford Fusion,Black,"$28,888",https://www.carpages.ca/used-cars/ontario/guelph/2020-ford-fusion-7914603/
1068,2014 Kia Optima,Black,"$15,960",https://www.carpages.ca/used-cars/ontario/toronto/2014-kia-optima-7911012/
1069,2021 Jeep Wrangler,Sting-Grey,"$60,339",https://www.carpages.ca/new-cars/saskatchewan/regina/2021-jeep-wrangler-7904451/
1070,2021 Jeep Wrangler,FIRECRACKER RED,"$60,339",https://www.carpages.ca/new-cars/saskatchewan/regina/2021-jeep-wrangler-7904448/
1071,2022 Hyundai Tucson,Amazon Grey,"$44,587",https://www.carpages.ca/new-cars/ontario/brantford/2022-hyundai-tucson-7903575/
1072,2019 Tesla Model 3,Solid Black,"$54,995",https://www.carpages.ca/used-cars/ontario/brampton/2019-tesla-model-3-7902807/
1073,2008 Lexus LS 600H,Black,"$24,998",https://www.carpages.ca/used-cars/ontario/toronto/2008-lexus-ls-600h-7901715/
1074,2022 Jeep Grand Wagoneer,Black,"$86,080",https://www.carpages.ca/new-cars/ontario/bolton/2022-jeep-grand-wagoneer-7899645/
1075,2022 RAM 1500,Bright White Clearcoat,"$87,334",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-7895580/
1076,2022 Ford Escape,Agate Black,"$50,844",https://www.carpages.ca/new-cars/british-columbia/sechelt/2022-ford-escape-7886748/
1077,2022 Ford Escape,Rapid Red Metallic Tinted Clearcoat,"$49,794",https://www.carpages.ca/new-cars/british-columbia/sechelt/2022-ford-escape-7886745/
1078,2019 Tesla Model 3,White,"$59,998",https://www.carpages.ca/used-cars/ontario/brantford/2019-tesla-model-3-7884006/
1079,2022 Audi A6,Glacier White Metallic,"$101,477",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-a6-7877358/
1080,2021 Ford Mustang MACH-E,Star White Tri-Coat,"$66,145",https://www.carpages.ca/new-cars/british-columbia/vernon/2021-ford-mustang-mach-e-7875867/
1081,2014 Chevrolet Spark,Blue,"$18,988",https://www.carpages.ca/used-cars/prince-edward-island/charlottetown/2014-chevrolet-spark-7875516/
1082,2022 RAM 1500,Diamond Black Crystal Pearlcoat,"$93,949",https://www.carpages.ca/new-cars/ontario/guelph/2022-ram-1500-7871577/
1083,2022 RAM 1500,RED PEARL,"$91,820",https://www.carpages.ca/new-cars/saskatchewan/swift-current/2022-ram-1500-7871391/
1084,2022 RAM 1500,Bright White,"$64,440",https://www.carpages.ca/new-cars/saskatchewan/swift-current/2022-ram-1500-7871379/
1085,2019 RAM 1500,Bright Silver Metallic,"$31,596",https://www.carpages.ca/used-cars/ontario/mississauga/2019-ram-1500-7871220/
1086,2019 Chevrolet Silverado 1500,,"$43,195",https://www.carpages.ca/new-cars/ontario/ottawa/2019-chevrolet-silverado-1500-7869300/
1087,2022 RAM 1500,Diamond Black Crystal Pearlcoat,"$76,869",https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ram-1500-7864440/
1088,2019 Ford F-150,Magnetic,"$51,163.25",https://www.carpages.ca/used-cars/ontario/ottawa/2019-ford-f-150-7864212/
1089,2022 Ford Escape,Stone Blue Metallic,"$45,194",https://www.carpages.ca/new-cars/british-columbia/sechelt/2022-ford-escape-7863255/
1090,2016 Tesla Model S,Blue,"$71,950",https://www.carpages.ca/used-cars/ontario/oakville/2016-tesla-model-s-7862523/
1091,2022 RAM 1500,Diamond Black Crystal Pearlcoat,"$79,625",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-7846245/
1092,2017 Tesla Model S,Blue,"$79,700",https://www.carpages.ca/used-cars/ontario/oakville/2017-tesla-model-s-7844826/
1093,2019 Tesla Model 3,Grey,"$58,950",https://www.carpages.ca/used-cars/ontario/oakville/2019-tesla-model-3-7840005/
1094,2015 Porsche Cayenne,Meteor Grey Metallic,"$47,910",https://www.carpages.ca/used-cars/ontario/vaughan/2015-porsche-cayenne-7839540/
1095,2016 Audi A3,Red,"$23,979",https://www.carpages.ca/used-cars/manitoba/brandon/2016-audi-a3-7838145/
1096,2013 Acura ILX,Black,"$13,800",https://www.carpages.ca/used-cars/manitoba/winnipeg/2013-acura-ilx-7837875/
1097,2020 Ford Escape,,"$39,400",https://www.carpages.ca/used-cars/ontario/waterloo/2020-ford-escape-7825245/
1098,2022 RAM 1500,Ivory Tri-Coat Pearl,"$79,680",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-7820382/
1099,2011 Hyundai Sonata,Black,"$8,995",https://www.carpages.ca/used-cars/ontario/otonabee/2011-hyundai-sonata-7797285/
1100,2019 RAM 1500,Patriot Blue Pearl,"$66,505",https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-ram-1500-7795713/
1101,2020 RAM 1500,Ivory Tri-Coat Pearl,"$70,500",https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-ram-1500-7784091/
1102,2021 Ford F-150,Red,"$76,888",https://www.carpages.ca/used-cars/ontario/cornwall/2021-ford-f-150-7775955/
1103,2019 Tesla Model 3,Red,"$64,995",https://www.carpages.ca/used-cars/british-columbia/abbotsford/2019-tesla-model-3-7762251/
1104,2021 Land Rover Range Rover,White,"$141,674",https://www.carpages.ca/new-cars/alberta/edmonton/2021-land-rover-range-rover-7761132/
1105,2022 Volvo XC60,Platinum Grey Metallic,"$85,920",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-volvo-xc60-7758855/
1106,2022 RAM 1500,Patriot Blue Pearl,"$80,055",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-7754142/
1107,2020 Tesla Model 3,Pearl White Multi-Coat,"$57,495",https://www.carpages.ca/used-cars/ontario/brampton/2020-tesla-model-3-7752981/
1108,2020 Tesla Model 3,White,"$60,995",https://www.carpages.ca/used-cars/british-columbia/abbotsford/2020-tesla-model-3-7752351/
1109,2022 Hyundai Santa Fe,White Cream,"$51,387",https://www.carpages.ca/new-cars/ontario/brantford/2022-hyundai-santa-fe-7739454/
1110,2021 Ford F-150,Carbonized Grey Metallic,"$69,810",https://www.carpages.ca/new-cars/ontario/mississauga/2021-ford-f-150-7734408/
1111,2015 Porsche Cayenne,Black,"$48,910",https://www.carpages.ca/used-cars/ontario/vaughan/2015-porsche-cayenne-7727620/
1112,2022 Hyundai Santa Fe,White Cream,"$49,862",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-santa-fe-7722589/
1113,2021 Mercedes-Benz E-Class,Mojave Silver Met,"$89,455",https://www.carpages.ca/new-cars/new-brunswick/saint-john/2021-mercedes-benz-e-class-7721230/
1114,2022 Audi Q5,Glacier White Metallic,"$60,644",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-q5-7690720/
1115,2022 Audi Q5,Florett Silver Metallic,"$60,644",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-audi-q5-7690714/
1116,2022 Hyundai Tucson,ASH BLACK,"$42,394",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-hyundai-tucson-7689145/
